1//		이름	기본생성	최대겹침	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	수리회수	잡는형식	속성	장착위치	장착위치	파츠파일	제거될위치	기본부위	아이템	희귀성	상점	로그	상용화	필요	필요	최소능력	최대능력	공격속성	속성	회피율	블럭율	추가스킬	추가스킬	공격스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용대상4	적용대상5	적용대상6	적용값1	적용값2	적용값3	적용값4	적용값5	적용값6	적용변화1	적용변화2	적용변화3	적용변화4	적용변화5	적용변화6	참조값 1	참조값 2	참조값 3	참조값 4	참조값 5	참조값 6	발동 마법	발동 레벨	마법 확률	필요MP	필요EP	학과	선행스킬	선행스킬1	선행스킬2	선행스킬2	기술	기술	기술	원소이펙트	사용 효과	효과 2	효과 3 	효과 4	효과 5	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	무기종류	보석옵션	변환될무기설정	변환될확률설정	레드칩	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대	서브디파인	현재경험치	연속기술	비행속도	비행선회각	비행선회각	비행제한	비행연료	가속연료	팩당연료	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명	최소사용	최대사용	아이템	사용제한	중첩사용	효과적용수치	사용대상	사용대상	귀속해제	귀속여부	귀속해제	타격시	발동 레벨	마법확률	대상	피격시	발동레벨	마법확률	대상	착용시	발동레벨	제련가능	속성제련	보석제련	피어싱	각성	아이템시간	아이템 등급	거래가능	아이템 분류1차	아이템 분류 2차	서버이동	물약저장	외형적용	외형추출
20	II_ARM_M_RIN_GAUNTLET_SET_33_30	IDS_PROPITEM_TXT_017509	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_GAUNTLET	JOB_RINGMASTER	1	=	SEX_MALE	2000000	4050000	100	180	=	=	PARTS_HAND	=	1	=	=	120	200	=	1	0	=	=	530	532	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	ARMOR_SET	=	=	=	2500	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	120	=	=	=	"""itm_mRinSet05Hand.dds"""	0	""""""	IDS_PROPITEM_TXT_017510	60	300	0	0	1	0	0	0	1	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_ARMOR	TYPE2_ARMOR_GUNTLET	1	0	1	1
20	II_ARM_M_RIN_HELMET_SET_33_30	IDS_PROPITEM_TXT_017511	1	1	IK1_ARMOR	IK2_ARMORETC	IK3_HELMET	JOB_RINGMASTER	1	=	SEX_MALE	2000000	4050000	100	180	=	=	PARTS_CAP	=	1	=	=	120	200	=	1	0	=	=	530	532	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	ARMOR_SET	=	=	=	1550	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	120	=	=	=	"""itm_mRinSet05Cap.dds"""	0	""""""	IDS_PROPITEM_TXT_017512	60	300	0	0	1	0	0	0	1	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_ARMOR	TYPE2_ARMOR_HELMET	1	0	1	1
20	II_ARM_M_RIN_SUIT_SET_33_30	IDS_PROPITEM_TXT_017513	1	1	IK1_ARMOR	IK2_ARMOR	IK3_SUIT	JOB_RINGMASTER	1	=	SEX_MALE	2000000	4050000	100	180	=	=	PARTS_UPPER_BODY	=	1	PARTS_LOWER_BODY	=	120	200	=	1	0	=	=	825	828	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	ARMOR_SET	=	=	=	4000	=	=	0	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	120	=	=	=	"""itm_mRinSet05Upper.dds"""	0	""""""	IDS_PROPITEM_TXT_017514	60	300	0	0	1	0	0	0	1	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_ARMOR	TYPE2_ARMOR_SUIT	1	0	1	1
20	II_SYS_SYS_SCR_BXFBIL120SET_30	IDS_PROPITEM_TXT_017515	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017516	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFBLA120SET_30	IDS_PROPITEM_TXT_017517	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017518	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFELE120SET_30	IDS_PROPITEM_TXT_017519	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017520	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFJST120SET_30	IDS_PROPITEM_TXT_017521	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017522	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFKNT120SET_30	IDS_PROPITEM_TXT_017523	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017524	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFPSY120SET_30	IDS_PROPITEM_TXT_017525	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017526	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFRAG120SET_30	IDS_PROPITEM_TXT_017527	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017528	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXFRIN120SET_30	IDS_PROPITEM_TXT_017529	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_FEMALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017530	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMBIL120SET_30	IDS_PROPITEM_TXT_017531	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017532	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMBLA120SET_30	IDS_PROPITEM_TXT_017533	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017534	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMELE120SET_30	IDS_PROPITEM_TXT_017535	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017536	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMJST120SET_30	IDS_PROPITEM_TXT_017537	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017538	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMKNT120SET_30	IDS_PROPITEM_TXT_017539	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017540	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMPSY120SET_30	IDS_PROPITEM_TXT_017541	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017542	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMRAG120SET_30	IDS_PROPITEM_TXT_017543	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017544	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
20	II_SYS_SYS_SCR_BXMRIN120SET_30	IDS_PROPITEM_TXT_017545	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	SEX_MALE	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	10000	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""itm_EveBalPbox.DDS"""	0	""""""	IDS_PROPITEM_TXT_017546	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
//20차이벤트용무기_블러디																																																																																																																																																																										
20	II_WEA_SWO_BLOODY_30	IDS_PROPITEM_TXT_017547	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_SWD	JOB_MERCENARY	1	=	=	500000	7200000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	110	200	=	1	0	=	=	320	355	_NONE	0	0	0	0	0	=	WT_MELEE_SWD	AS_HORIZONTAL	AS_DIAGONAL	AS_VERTICAL	AS_THRUST	=	=	=	=	=	0.085	=	AR_SHORT	=	DST_ATTACKSPEED	DST_CHR_CHANCECRITICAL	DST_CRITICAL_BONUS	DST_GIVE_DMG_RATE_ENEMY_BLEEDING	DST_ADJ_HITRATE	=	380	20	43	2	10	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_SWO_BLOODYUM	=	10000	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	120	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""Itm_WeaSwoBloody.dds"""	0	""""""	IDS_PROPITEM_TXT_017548	60	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_WEAPON	TYPE2_WEAPON_ONESWORD	1	0	1	1
20	II_WEA_SWT_BLOODY_30	IDS_PROPITEM_TXT_017549	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_SWD	JOB_KNIGHT	1	=	=	500000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	=	=	110	200	=	1	0	=	=	427	475	_NONE	0	0	0	0	0	=	WT_MELEE_SWD	AS_HORIZONTAL	AS_DIAGONAL	AS_VERTICAL	AS_THRUST	=	=	=	=	=	0.035	=	AR_SHORT	=	DST_ATTACKSPEED	DST_CHR_CHANCECRITICAL	DST_CRITICAL_BONUS	DST_GIVE_DMG_RATE_ENEMY_BLEEDING	DST_ADJ_HITRATE	=	500	25	83	2	10	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_SWT_BLOODYUM	=	10000	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	120	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaSwtBloody.dds"""	0	""""""	IDS_PROPITEM_TXT_017550	60	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_WEAPON	TYPE2_WEAPON_TWOSWORD	1	0	1	1
20	II_WEA_AXE_BLOODY_30	IDS_PROPITEM_TXT_017551	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	1	=	=	500000	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	110	200	=	1	0	=	=	278	399	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	DST_ATTACKSPEED	DST_CHR_CHANCECRITICAL	DST_CRITICAL_BONUS	DST_GIVE_DMG_RATE_ENEMY_BLEEDING	DST_ADJ_HITRATE	=	200	25	43	2	10	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_AXE_BLOODYUM	=	10000	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	120	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""Itm_WeaAxeBloody.dds"""	0	""""""	IDS_PROPITEM_TXT_017552	60	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_WEAPON	TYPE2_WEAPON_ONEAXE	1	0	1	1
20	II_WEA_AXT_BLOODY_30	IDS_PROPITEM_TXT_017553	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_KNIGHT	1	=	=	500000	8000000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	=	=	110	200	=	1	0	=	=	373	526	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.03	=	AR_SHORT	=	DST_HP_MAX_RATE	DST_ADJDEF_RATE	DST_BLOCK_MELEE	DST_GIVE_DMG_RATE_ENEMY_BLEEDING	DST_ADJ_HITRATE	=	13	16	12	2	10	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_AXT_BLOODYUM	=	10000	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	120	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""itm_WeaAxtBloody.dds"""	0	""""""	IDS_PROPITEM_TXT_017554	60	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_UNIQUE	1	TYPE1_WEAPON	TYPE2_WEAPON_TWOAXE	1	0	1	1
